Pago
1,0
2,0
3,0
4,0
5,5000
6,2000
7,5000
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,500
16,0
17,0
18,0
19,500
20,0
21,0
22,500
23,0
24,0
25,500
26,1000
27,500
28,0
29,5000
30,2000
31,0
32,0
33,500
34,0
35,0
36,500
37,0
38,0
39,0
40,500
41,0
42,0
43,0
44,500
45,0
46,500
47,0
48,0
49,2000
50,1000
51,0
52,500
53,5000
54,500
55,0
56,1000
57,2000
58,0
59,5000
60,500
61,0
62,500
63,0
64,500
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,500
73,1000
74,0
75,0
76,1000
77,0
78,0
79,0
80,500
81,0
82,0
83,1000
84,0
85,0
86,500
87,1000
88,0
89,0
90,0
91,0
92,5000
93,0
94,0
95,0
96,0
97,5000
98,0
99,2000
100,0
101,0
102,0
103,500
104,0
105,1000
106,500
107,0
108,500
109,1000
110,0
111,5000
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,5000
121,0
122,500
123,0
124,5000
125,2000
126,0
127,0
128,0
129,2000
130,0
131,0
132,1000
133,500
134,0
135,0
136,0
137,500
138,0
139,0
140,1000
141,0
142,0
143,0
144,500
145,0
146,0
147,500
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,500
161,1000
162,0
163,0
164,0
165,2000
166,0
167,0
168,500
169,500
170,1000
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,2000
181,0
182,0
183,500
184,500
185,500
186,2000
187,0
188,0
189,1000
190,500
191,500
192,1000
193,0
194,500
195,2000
196,1000
197,2000
198,0
199,0
200,0
201,0
202,1000
203,0
204,0
205,0
206,1000
207,0
208,0
209,500
210,0
211,5000
212,0
213,500
214,500
215,0
216,0
217,500
218,0
219,0
220,5000
221,0
222,0
223,2000
224,0
225,0
226,2000
227,0
228,0
229,0
230,500
231,0
232,0
233,1000
234,500
235,500
236,2000
237,500
238,500
239,0
240,500
241,0
242,0
243,0
244,1000
245,500
246,500
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,2000
257,0
258,500
259,500
260,0
261,0
262,1000
263,0
264,1000
265,500
266,500
267,500
268,0
269,500
270,0
271,0
272,0
273,500
274,500
275,500
276,500
277,500
278,0
279,0
280,0
281,500
282,0
283,0
284,0
285,0
286,500
287,0
288,0
289,0
290,0
291,1000
292,1000
293,0
294,0
295,0
296,500
297,0
298,0
299,0
300,2000
